"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\Users\blake\Desktop\RutgersSem4\Software Engineering\Software-Engineering-Project\react-app\src\Pages\Create_Recipe.js", "JavaScript", 181, 45, 19, 245
"Total", "-", 181, 45, 19, 245
